;host_is_superhost;host_listings_count;latitude;longitude;accommodates;bathrooms;bedrooms;beds;price;security_deposit;cleaning_fee;extra_people;minimum_nights;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable;is_business_travel_ready;ano;mes;n_amenities;property_type_Apartment;property_type_Condominium;property_type_House;property_type_Loft;property_type_Outros;property_type_Serviced apartment;room_type_Entire home/apt;room_type_Hotel room;room_type_Private room;room_type_Shared room;bed_type_Outros;bed_type_Real Bed;cancellation_policy_flexible;cancellation_policy_moderate;cancellation_policy_strict;cancellation_policy_strict_14_with_grace_period
252;1;2.0;-22.9694;-43.18477;2;1.0;1.0;1.0;158.0;800.0;120.0;40.0;2;95.0;9.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;14;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
255;0;4.0;-22.91002;-43.19382;2;1.0;0.0;5.0;121.0;800.0;89.0;38.0;3;87.0;9.0;9.0;9.0;9.0;8.0;8.0;1;0;2020;4;24;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
257;1;7.0;-22.97369;-43.19022;3;1.0;1.0;1.0;148.0;500.0;120.0;30.0;3;96.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;26;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
263;0;1.0;-22.98284;-43.20763;2;1.0;1.0;1.0;574.0;500.0;150.0;0.0;2;89.0;9.0;9.0;10.0;9.0;10.0;9.0;0;0;2020;4;31;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
266;1;2.0;-22.98652;-43.19532;3;2.0;2.0;3.0;250.0;2000.0;190.0;180.0;3;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;33;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1
268;1;2.0;-22.98484;-43.19613;4;2.0;2.0;2.0;248.0;500.0;180.0;180.0;3;97.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;32;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1
270;0;2.0;-22.96582;-43.19118;4;1.0;1.0;4.0;190.0;0.0;0.0;20.0;1;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;21;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0
272;0;1.0;-22.91339;-43.17586;4;1.0;1.0;1.0;80.0;500.0;0.0;30.0;3;95.0;10.0;9.0;10.0;10.0;10.0;10.0;0;0;2020;4;20;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
275;0;1.0;-22.91688;-43.18323;4;2.0;2.0;2.0;179.0;0.0;120.0;75.0;2;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;14;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
280;0;5.0;-22.96769;-43.18397;6;1.0;2.0;4.0;148.0;425.0;160.0;50.0;1;86.0;8.0;8.0;9.0;9.0;10.0;8.0;0;0;2020;4;21;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
281;1;1.0;-22.96874;-43.1861;4;1.0;0.0;2.0;100.0;0.0;90.0;0.0;2;92.0;9.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;22;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
288;0;7.0;-22.96778;-43.18204;2;1.0;1.0;1.0;221.0;400.0;80.0;80.0;3;82.0;9.0;8.0;10.0;10.0;9.0;9.0;0;0;2020;4;19;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1
289;0;6.0;-22.98545;-43.23312;2;1.5;1.0;0.0;111.0;800.0;50.0;50.0;2;96.0;10.0;10.0;9.0;10.0;10.0;9.0;0;0;2020;4;34;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
295;1;1.0;-22.95733;-43.2031;6;1.5;3.0;5.0;282.0;900.0;160.0;50.0;3;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;34;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
296;1;4.0;-22.98168;-43.19363;4;1.0;1.0;1.0;300.0;0.0;100.0;60.0;1;96.0;10.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;43;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
300;1;1.0;-22.98228;-43.1984;4;2.0;2.0;3.0;385.0;0.0;150.0;100.0;3;95.0;10.0;10.0;10.0;10.0;10.0;9.0;1;0;2020;4;26;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
301;1;1.0;-22.93845;-43.17663;6;1.0;2.0;2.0;90.0;500.0;80.0;30.0;2;98.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;37;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
302;0;1.0;-22.97908;-43.19012;2;1.0;1.0;2.0;111.0;512.0;50.0;78.0;3;94.0;10.0;9.0;10.0;10.0;10.0;9.0;1;0;2020;4;32;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0
303;0;1.0;-22.93359;-43.17734;2;1.0;1.0;1.0;132.0;0.0;0.0;0.0;4;96.0;10.0;9.0;10.0;10.0;9.0;9.0;0;0;2020;4;21;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
304;1;3.0;-22.97789;-43.22561;6;2.0;3.0;3.0;443.0;1000.0;150.0;40.0;4;95.0;9.0;9.0;10.0;10.0;8.0;9.0;0;0;2020;4;20;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
305;0;2.0;-22.96274;-43.17718;4;1.0;0.0;2.0;258.0;1581.0;237.0;0.0;3;100.0;10.0;10.0;9.0;10.0;9.0;10.0;0;0;2020;4;32;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
306;0;8.0;-22.93436;-43.19292;2;1.5;1.0;1.0;58.0;488.0;108.0;88.0;3;89.0;9.0;9.0;10.0;9.0;9.0;9.0;0;0;2020;4;25;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0
309;0;2.0;-22.9594;-43.20253;4;2.0;2.0;2.0;181.0;2000.0;170.0;50.0;2;100.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;27;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
310;1;4.0;-22.92119;-43.1746;2;2.0;1.0;4.0;79.0;0.0;0.0;40.0;2;93.0;9.0;9.0;9.0;9.0;9.0;9.0;0;0;2020;4;38;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
314;1;4.0;-22.98168;-43.19363;3;1.0;1.0;1.0;300.0;0.0;120.0;100.0;1;89.0;9.0;9.0;10.0;10.0;9.0;8.0;1;0;2020;4;44;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
318;1;4.0;-22.98115;-43.19109;2;0.5;1.0;1.0;395.0;1600.0;200.0;25.0;3;99.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;26;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0
319;0;6.0;-22.91586;-43.20939;1;3.0;1.0;1.0;43.0;500.0;0.0;45.0;1;80.0;8.0;9.0;8.0;9.0;8.0;8.0;1;0;2020;4;26;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1
324;0;2.0;-22.93409;-43.18082;2;1.0;1.0;1.0;69.0;0.0;120.0;35.0;2;89.0;9.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;17;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
331;0;3.0;-22.98647;-43.19431;4;1.0;1.0;3.0;200.0;500.0;100.0;60.0;4;92.0;9.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;17;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
332;0;1.0;-23.00871;-43.32223;3;2.0;2.0;2.0;142.0;3000.0;200.0;50.0;3;99.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;34;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
334;0;1.0;-23.00463;-43.37646;4;2.0;2.0;4.0;149.0;0.0;135.0;0.0;2;93.0;9.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;16;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
340;1;1.0;-22.98497;-43.22551;2;1.0;1.0;1.0;369.0;2635.0;263.0;0.0;2;99.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;31;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
347;0;2.0;-22.99887;-43.41571;7;3.0;3.0;7.0;399.0;500.0;150.0;0.0;4;100.0;10.0;10.0;10.0;10.0;8.0;10.0;0;0;2020;4;22;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
351;0;5.0;-22.97403;-43.41389;6;1.0;2.0;4.0;148.0;500.0;150.0;60.0;1;93.0;8.0;10.0;8.0;9.0;9.0;7.0;0;0;2020;4;24;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0
354;0;2.0;-22.91481;-43.19155;3;2.0;3.0;2.0;160.0;798.0;266.0;160.0;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;20;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
360;0;2.0;-22.96315;-43.16939;2;1.0;1.0;2.0;90.0;0.0;120.0;100.0;1;94.0;10.0;10.0;10.0;10.0;10.0;9.0;1;0;2020;4;17;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
362;0;5.0;-22.95578;-43.19387;1;1.0;1.0;1.0;47.0;0.0;150.0;35.0;4;94.0;9.0;9.0;10.0;10.0;10.0;9.0;1;0;2020;4;22;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
364;1;1.0;-22.98673;-43.19772;2;1.0;1.0;1.0;148.0;400.0;70.0;60.0;2;96.0;10.0;10.0;10.0;9.0;10.0;10.0;1;0;2020;4;32;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
370;0;2.0;-22.96539;-43.17962;2;1.0;1.0;1.0;448.0;1500.0;100.0;0.0;2;100.0;10.0;8.0;10.0;10.0;10.0;8.0;0;0;2020;4;26;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
371;0;2.0;-22.97301;-43.22606;4;1.0;1.0;1.0;128.0;400.0;130.0;0.0;4;85.0;9.0;7.0;10.0;10.0;10.0;9.0;0;0;2020;4;15;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
372;0;2.0;-22.98156;-43.20012;6;2.5;3.0;8.0;358.0;500.0;280.0;50.0;4;85.0;8.0;8.0;9.0;10.0;9.0;7.0;0;0;2020;4;24;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
375;1;1.0;-22.97644;-43.18954;5;1.0;2.0;3.0;248.0;1000.0;100.0;0.0;3;96.0;10.0;10.0;10.0;10.0;9.0;9.0;0;0;2020;4;26;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
377;0;1.0;-22.98583;-43.19577;3;1.0;1.0;1.0;553.0;1317.0;211.0;211.0;2;93.0;9.0;9.0;10.0;10.0;10.0;9.0;1;0;2020;4;41;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
392;0;2.0;-23.00968;-43.34204;2;2.5;1.0;1.0;149.0;500.0;150.0;50.0;2;100.0;10.0;10.0;10.0;10.0;10.0;9.0;1;0;2020;4;30;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
393;1;3.0;-22.9492;-43.18457;5;2.0;2.0;2.0;200.0;0.0;150.0;40.0;2;97.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;28;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
394;0;4.0;-22.97863;-43.19001;8;3.0;3.0;5.0;516.0;750.0;344.0;115.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;19;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
398;0;0.0;-22.97078;-43.18482;3;1.5;1.0;2.0;269.0;0.0;50.0;60.0;2;99.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;27;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0
402;1;2.0;-22.98253;-43.19428;6;2.0;3.0;4.0;221.0;500.0;150.0;99.0;2;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;40;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
412;0;2.0;-22.96229;-43.17556;5;1.0;1.0;4.0;158.0;0.0;70.0;51.0;2;90.0;9.0;9.0;10.0;10.0;10.0;9.0;1;0;2020;4;25;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
414;0;3.0;-22.9821;-43.19923;8;2.5;3.0;8.0;348.0;850.0;180.0;35.0;4;95.0;10.0;9.0;10.0;10.0;9.0;9.0;0;0;2020;4;28;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
419;1;7.0;-22.98772;-43.19411;4;1.5;1.0;1.0;351.0;800.0;180.0;65.0;3;98.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;28;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
424;0;5.0;-22.93378;-43.19859;4;2.5;1.0;3.0;250.0;0.0;0.0;50.0;1;94.0;10.0;9.0;10.0;10.0;9.0;9.0;1;0;2020;4;27;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0
433;1;4.0;-22.91178;-43.17856;2;1.0;1.0;1.0;112.0;526.0;26.0;0.0;1;98.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;35;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
436;1;5.0;-22.96662;-43.18885;4;1.5;2.0;2.0;342.0;1500.0;200.0;100.0;3;98.0;10.0;10.0;10.0;10.0;9.0;10.0;1;0;2020;4;24;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
441;0;4.0;-23.0097;-43.34209;2;1.5;1.0;1.0;200.0;0.0;120.0;0.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;18;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0
444;1;5.0;-22.96882;-43.18073;6;2.0;3.0;4.0;505.0;1592.0;265.0;0.0;2;97.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;25;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
447;0;1.0;-22.98062;-43.19141;4;1.0;1.0;2.0;122.0;400.0;100.0;25.0;1;92.0;10.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;15;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
448;0;2.0;-22.9799;-43.2258;4;1.0;1.0;2.0;279.0;0.0;150.0;100.0;2;97.0;10.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;12;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
456;1;3.0;-22.94023;-43.17995;2;1.0;1.0;1.0;105.0;600.0;150.0;0.0;3;96.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;31;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
458;0;10.0;-22.98226;-43.19215;4;1.0;1.0;3.0;153.0;950.0;140.0;50.0;2;91.0;9.0;8.0;10.0;10.0;9.0;9.0;0;0;2020;4;31;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
471;0;2.0;-22.98411;-43.19684;4;1.0;1.0;1.0;218.0;700.0;150.0;0.0;2;93.0;10.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;35;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
473;1;4.0;-22.98281;-43.24237;2;1.5;1.0;2.0;149.0;500.0;150.0;0.0;1;95.0;10.0;9.0;10.0;10.0;9.0;9.0;0;0;2020;4;37;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
478;0;2.0;-22.96429;-43.17585;4;1.0;1.0;1.0;448.0;0.0;150.0;30.0;3;90.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;25;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
487;0;5.0;-22.95594;-43.1835;2;1.0;1.0;1.0;111.0;0.0;123.0;47.0;4;97.0;9.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;22;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
491;0;5.0;-22.98532;-43.20421;2;1.5;1.0;1.0;63.0;0.0;120.0;150.0;4;87.0;8.0;9.0;9.0;9.0;10.0;8.0;0;0;2020;4;28;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
494;0;5.0;-22.98532;-43.20421;2;1.0;1.0;1.0;90.0;0.0;120.0;150.0;3;95.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;31;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
495;1;2.0;-22.9651;-43.17945;6;1.0;1.0;3.0;160.0;400.0;100.0;30.0;3;96.0;10.0;10.0;10.0;10.0;10.0;9.0;1;0;2020;4;30;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
497;1;2.0;-22.9386;-43.20568;3;1.0;1.0;2.0;122.0;0.0;50.0;120.0;1;95.0;10.0;9.0;10.0;10.0;9.0;9.0;0;0;2020;4;15;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
503;1;2.0;-22.97434;-43.1883;4;1.0;1.0;1.0;148.0;1500.0;350.0;50.0;2;96.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;23;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
510;1;4.0;-22.98241;-43.23959;3;1.5;1.0;2.0;207.0;500.0;120.0;0.0;1;88.0;9.0;9.0;10.0;9.0;9.0;8.0;0;0;2020;4;38;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
512;0;1.0;-22.98617;-43.22267;4;1.0;2.0;2.0;548.0;900.0;200.0;0.0;3;98.0;10.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;29;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
515;1;6.0;-22.9828;-43.20467;2;1.0;1.0;1.0;95.0;697.0;155.0;91.0;1;94.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;46;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
520;0;5.0;-22.93582;-43.19833;5;2.5;1.0;3.0;181.0;0.0;0.0;50.0;1;98.0;10.0;10.0;10.0;10.0;9.0;10.0;1;0;2020;4;30;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0
521;1;1.0;-22.98261;-43.22565;2;1.0;1.0;1.0;190.0;450.0;150.0;100.0;1;96.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;27;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
524;1;4.0;-22.97495;-43.19083;5;1.5;2.0;3.0;169.0;500.0;190.0;20.0;3;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;40;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
526;0;1.0;-22.98646;-43.19866;3;1.0;1.0;2.0;200.0;0.0;150.0;0.0;3;93.0;9.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;24;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
531;1;4.0;-22.94664;-43.20317;4;1.0;2.0;2.0;202.0;0.0;100.0;70.0;3;95.0;9.0;9.0;10.0;10.0;9.0;9.0;0;0;2020;4;20;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1
532;1;4.0;-22.94352;-43.20531;2;1.0;1.0;1.0;122.0;0.0;90.0;60.0;3;95.0;9.0;9.0;10.0;10.0;9.0;10.0;0;0;2020;4;19;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1
533;1;2.0;-22.98501;-43.19061;2;1.0;1.0;2.0;100.0;500.0;100.0;50.0;3;99.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;12;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0
534;0;2.0;-22.95193;-43.16765;6;1.0;2.0;5.0;269.0;0.0;110.0;80.0;3;90.0;9.0;9.0;10.0;9.0;10.0;9.0;0;0;2020;4;34;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1
535;0;9.0;-22.98226;-43.19391;3;1.0;0.0;1.0;100.0;650.0;200.0;0.0;3;88.0;9.0;9.0;9.0;10.0;10.0;9.0;0;0;2020;4;16;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
542;1;5.0;-22.91043;-43.17339;4;1.0;1.0;2.0;279.0;600.0;120.0;140.0;3;97.0;10.0;10.0;10.0;10.0;9.0;10.0;0;0;2020;4;26;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
543;0;10.0;-22.96253;-43.17619;4;1.0;1.0;2.0;179.0;0.0;0.0;60.0;2;87.0;9.0;8.0;10.0;10.0;10.0;9.0;0;0;2020;4;25;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
545;0;2.0;-22.97424;-43.22776;2;2.0;1.0;1.0;101.0;0.0;100.0;100.0;2;90.0;9.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;24;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
550;0;3.0;-22.96223;-43.17281;5;1.5;2.0;3.0;364.0;1054.0;158.0;132.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;14;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
552;1;4.0;-22.98168;-43.19363;4;1.0;1.0;1.0;400.0;0.0;150.0;100.0;1;95.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;41;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
554;1;8.0;-22.98527;-43.20079;2;1.0;1.0;1.0;319.0;0.0;160.0;53.0;4;98.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;23;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
557;0;3.0;-22.98452;-43.19391;2;1.0;1.0;1.0;448.0;550.0;100.0;0.0;4;99.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;8;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
560;0;1.0;-22.96498;-43.19045;8;1.0;2.0;6.0;248.0;1000.0;150.0;80.0;1;50.0;4.0;4.0;8.0;5.0;8.0;6.0;0;0;2020;4;15;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
562;0;3.0;-22.96311;-43.17609;1;2.0;1.0;1.0;548.0;450.0;100.0;0.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;14;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
570;1;2.0;-22.97625;-43.1895;2;1.0;1.0;1.0;132.0;0.0;100.0;60.0;3;94.0;10.0;10.0;10.0;10.0;10.0;9.0;1;0;2020;4;22;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
571;0;7.0;-22.96687;-43.182;2;1.0;1.0;2.0;158.0;800.0;140.0;50.0;3;93.0;10.0;8.0;10.0;10.0;10.0;10.0;0;0;2020;4;26;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1
573;0;1.0;-22.94428;-43.18378;4;1.0;1.0;2.0;242.0;806.0;190.0;63.0;3;85.0;10.0;7.0;10.0;9.0;10.0;9.0;1;0;2020;4;13;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1
579;0;3.0;-22.98357;-43.22611;5;2.0;2.0;2.0;269.0;1000.0;180.0;0.0;2;94.0;9.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;34;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
583;0;4.0;-22.91926;-43.17671;5;1.0;1.0;1.0;121.0;500.0;100.0;50.0;1;96.0;10.0;9.0;10.0;9.0;9.0;9.0;0;0;2020;4;22;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1
584;0;1.0;-22.96888;-43.18975;2;1.0;1.0;1.0;200.0;400.0;150.0;0.0;4;96.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;26;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
586;0;1.0;-22.98575;-43.19156;6;3.0;3.0;4.0;601.0;0.0;150.0;0.0;2;99.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;34;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
587;1;4.0;-22.91344;-43.18495;2;1.0;1.0;1.0;79.0;0.0;0.0;70.0;3;86.0;9.0;9.0;9.0;9.0;9.0;8.0;0;0;2020;4;32;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
588;0;3.0;-22.98122;-43.19989;2;1.0;1.0;1.0;148.0;500.0;90.0;0.0;3;96.0;10.0;9.0;10.0;10.0;10.0;8.0;0;0;2020;4;30;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
596;0;2.0;-22.96744;-43.18454;4;1.0;2.0;2.0;358.0;500.0;200.0;0.0;2;92.0;9.0;10.0;10.0;9.0;10.0;9.0;0;0;2020;4;16;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0
605;1;4.0;-23.01079;-43.29422;2;1.0;1.0;0.0;121.0;0.0;60.0;0.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;20;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1
607;0;1.0;-22.94739;-43.18424;6;1.0;1.0;4.0;111.0;0.0;100.0;25.0;4;86.0;9.0;9.0;9.0;9.0;9.0;9.0;0;0;2020;4;29;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
610;1;4.0;-22.96709;-43.1802;2;1.0;1.0;2.0;295.0;469.0;200.0;0.0;3;94.0;10.0;9.0;10.0;10.0;10.0;10.0;0;0;2020;4;33;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
613;1;7.0;-22.98461;-43.19604;6;1.5;2.0;4.0;332.0;1000.0;200.0;25.0;3;94.0;9.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;13;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
617;1;8.0;-22.98527;-43.20081;2;1.0;1.0;1.0;311.0;0.0;158.0;53.0;4;98.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;25;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
623;0;3.0;-22.98314;-43.21085;3;2.0;1.0;3.0;100.0;0.0;50.0;200.0;3;84.0;8.0;8.0;10.0;9.0;10.0;9.0;0;0;2020;4;36;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0
624;0;1.0;-22.98516;-43.19089;3;1.0;1.0;1.0;126.0;398.0;98.0;0.0;1;88.0;9.0;8.0;10.0;9.0;10.0;9.0;0;0;2020;4;12;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
626;0;1.0;-22.9213;-43.17946;3;1.0;1.0;1.0;79.0;400.0;150.0;0.0;1;93.0;9.0;9.0;10.0;10.0;9.0;10.0;0;0;2020;4;24;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
630;0;1.0;-23.01017;-43.35548;4;1.0;1.0;1.0;227.0;500.0;190.0;59.0;2;94.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;30;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0
632;0;6.0;-22.91113;-43.18704;4;1.0;1.0;4.0;112.0;500.0;120.0;80.0;2;91.0;10.0;9.0;10.0;9.0;9.0;9.0;0;0;2020;4;19;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
635;0;4.0;-22.92305;-43.17445;4;2.0;2.0;2.0;148.0;750.0;250.0;50.0;4;84.0;9.0;8.0;8.0;9.0;9.0;8.0;0;0;2020;4;28;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1
