;host_is_superhost;host_listings_count;latitude;longitude;accommodates;bathrooms;bedrooms;beds;price;security_deposit;cleaning_fee;extra_people;minimum_nights;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable;is_business_travel_ready;ano;mes;n_amenities;property_type_Apartment;property_type_Condominium;property_type_House;property_type_Loft;property_type_Outros;property_type_Serviced apartment;room_type_Entire home/apt;room_type_Hotel room;room_type_Private room;room_type_Shared room;bed_type_Outros;bed_type_Real Bed;cancellation_policy_flexible;cancellation_policy_moderate;cancellation_policy_strict;cancellation_policy_strict_14_with_grace_period
6425;0;2.0;-22.98043;-43.20689;6;3.5;3.0;6.0;659.0;2000.0;400.0;500.0;3;97.0;9.0;10.0;9.0;10.0;10.0;9.0;0;0;2020;4;33;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
6431;0;1.0;-22.93525;-43.34919;4;1.0;2.0;1.0;90.0;0.0;120.0;25.0;1;96.0;10.0;10.0;10.0;10.0;9.0;10.0;0;0;2020;4;25;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0
6433;1;1.0;-22.98147;-43.19367;2;1.0;1.0;1.0;96.0;0.0;97.0;0.0;2;99.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;32;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
6439;0;4.0;-22.95509;-43.17614;2;1.0;1.0;1.0;79.0;0.0;0.0;50.0;1;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;13;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0
6440;0;1.0;-22.96584;-43.38491;2;1.0;1.0;1.0;122.0;500.0;200.0;0.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;35;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1
6449;0;2.0;-22.97745;-43.18898;4;1.0;1.0;2.0;169.0;0.0;120.0;20.0;3;92.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;27;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6452;1;1.0;-22.96777;-43.39483;4;1.0;2.0;3.0;369.0;1800.0;150.0;30.0;2;97.0;10.0;10.0;10.0;10.0;9.0;10.0;1;0;2020;4;31;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6455;1;1.0;-22.98773;-43.35815;3;2.0;2.0;2.0;117.0;1200.0;100.0;0.0;2;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;32;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6457;0;3.0;-22.96836;-43.18737;1;1.0;1.0;0.0;42.0;0.0;0.0;65.0;1;40.0;6.0;10.0;10.0;4.0;10.0;6.0;1;0;2020;4;9;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1
6459;0;4.0;-23.00888;-43.35491;2;1.0;1.0;1.0;400.0;5000.0;0.0;100.0;2;73.0;7.0;8.0;9.0;8.0;9.0;6.0;0;0;2020;4;26;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0
6467;1;2.0;-22.96281;-43.17758;2;1.0;1.0;4.0;148.0;0.0;82.0;0.0;3;98.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;33;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
6471;0;1.0;-22.91583;-43.18232;4;1.0;1.0;6.0;90.0;0.0;180.0;80.0;4;95.0;9.0;9.0;10.0;10.0;9.0;9.0;1;0;2020;4;29;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
6472;1;1.0;-22.98242;-43.22277;3;1.0;0.0;2.0;111.0;406.0;170.0;100.0;2;88.0;9.0;9.0;10.0;10.0;10.0;9.0;1;0;2020;4;22;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1
6473;0;7.0;-22.9827;-43.18996;5;1.0;0.0;3.0;321.0;450.0;100.0;50.0;4;87.0;7.0;9.0;10.0;8.0;10.0;8.0;0;0;2020;4;19;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6479;0;5.0;-22.97665;-43.19324;6;3.0;3.0;3.0;400.0;5000.0;200.0;0.0;2;100.0;8.0;8.0;10.0;10.0;10.0;10.0;0;0;2020;4;15;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6496;1;2.0;-23.009;-43.35418;4;2.0;2.0;3.0;400.0;1000.0;200.0;0.0;2;97.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;25;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6502;1;4.0;-23.03045;-43.47582;4;1.0;1.0;2.0;211.0;0.0;140.0;25.0;3;99.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;38;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6504;1;1.0;-22.97;-43.39654;4;2.0;2.0;4.0;295.0;0.0;150.0;0.0;1;100.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;25;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0
6507;0;1.0;-22.96501;-43.18716;2;1.0;1.0;1.0;184.0;2500.0;160.0;0.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;13;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6513;1;3.0;-23.0026;-43.42839;5;2.0;2.0;3.0;148.0;10000.0;450.0;250.0;2;85.0;9.0;8.0;10.0;10.0;9.0;9.0;0;0;2020;4;13;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6514;1;2.0;-22.97034;-43.39924;9;2.0;3.0;5.0;174.0;0.0;120.0;30.0;1;98.0;10.0;10.0;10.0;10.0;10.0;9.0;1;0;2020;4;43;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
6527;0;1.0;-22.97777;-43.19201;4;1.0;1.0;2.0;122.0;500.0;120.0;30.0;4;100.0;9.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;23;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6529;0;4.0;-22.93928;-43.17522;6;3.0;3.0;5.0;399.0;2500.0;300.0;0.0;2;99.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;32;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6537;0;3.0;-22.9837;-43.20923;2;1.5;1.0;1.0;148.0;0.0;30.0;50.0;1;85.0;8.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;12;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0
6544;1;3.0;-22.97136;-43.18652;5;2.0;2.0;3.0;300.0;0.0;140.0;0.0;3;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;25;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6550;0;1.0;-22.98227;-43.19081;5;1.5;1.0;1.0;179.0;0.0;150.0;35.0;1;96.0;9.0;9.0;10.0;10.0;10.0;9.0;1;0;2020;4;34;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
6555;1;3.0;-22.98197;-43.1952;4;1.0;1.0;2.0;120.0;800.0;200.0;100.0;1;95.0;10.0;9.0;10.0;10.0;10.0;9.0;1;0;2020;4;29;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6568;0;1.0;-22.98672;-43.20581;6;2.0;2.0;5.0;548.0;2500.0;200.0;100.0;2;91.0;10.0;8.0;10.0;10.0;10.0;9.0;0;0;2020;4;38;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6575;0;2.0;-22.94608;-43.1829;6;1.5;2.0;3.0;158.0;500.0;150.0;50.0;1;93.0;10.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;22;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6583;0;2.0;-23.01087;-43.35387;2;1.5;1.0;1.0;112.0;0.0;70.0;60.0;1;96.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;24;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0
6584;0;2.0;-23.01028;-43.35422;6;2.0;2.0;4.0;298.0;0.0;300.0;0.0;4;91.0;9.0;8.0;10.0;10.0;10.0;8.0;0;0;2020;4;30;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6586;1;1.0;-22.96246;-43.17413;5;3.0;2.0;5.0;179.0;801.0;230.0;50.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;16;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6587;0;1.0;-22.96472;-43.17443;4;1.0;1.0;2.0;105.0;500.0;120.0;50.0;2;95.0;10.0;9.0;9.0;9.0;10.0;10.0;1;0;2020;4;29;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1
6594;1;4.0;-22.95998;-43.1751;2;1.0;1.0;0.0;137.0;0.0;0.0;49.0;1;91.0;9.0;9.0;9.0;9.0;10.0;9.0;1;0;2020;4;21;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0
6602;0;6.0;-22.97693;-43.19008;2;1.0;1.0;1.0;148.0;500.0;100.0;30.0;1;93.0;10.0;9.0;10.0;10.0;10.0;9.0;1;0;2020;4;33;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1
6608;1;3.0;-22.98232;-43.22589;5;2.0;2.0;5.0;306.0;1500.0;180.0;40.0;3;100.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;31;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
6625;1;4.0;-22.91202;-43.17322;5;1.0;2.0;3.0;128.0;1500.0;120.0;0.0;2;95.0;10.0;9.0;10.0;10.0;10.0;9.0;1;0;2020;4;29;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6638;0;3.0;-22.96694;-43.22093;6;1.5;3.0;3.0;351.0;500.0;200.0;50.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;41;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
6641;0;4.0;-22.98328;-43.19776;4;1.5;1.0;1.0;300.0;1500.0;180.0;45.0;2;94.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;23;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
6642;0;5.0;-22.97922;-43.18877;5;1.0;1.0;4.0;181.0;0.0;100.0;100.0;2;96.0;10.0;10.0;10.0;9.0;10.0;10.0;0;0;2020;4;25;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6653;0;5.0;-23.0106;-43.36353;6;1.0;1.0;5.0;351.0;0.0;90.0;60.0;3;97.0;10.0;9.0;10.0;9.0;9.0;9.0;0;0;2020;4;45;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6660;0;3.0;-22.97996;-43.1912;2;1.0;1.0;1.0;200.0;0.0;200.0;0.0;3;91.0;9.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;11;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6663;1;8.0;-22.98167;-43.19955;3;1.0;1.0;2.0;158.0;0.0;100.0;40.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;31;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
6668;0;2.0;-22.98296;-43.22664;2;2.0;1.0;1.0;148.0;2000.0;120.0;50.0;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;22;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
6678;0;1.0;-22.98325;-43.2222;6;1.5;2.0;3.0;353.0;1000.0;150.0;110.0;3;93.0;10.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;22;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6681;0;4.0;-23.00867;-43.35244;2;1.0;1.0;1.0;351.0;5000.0;0.0;100.0;2;94.0;9.0;10.0;10.0;8.0;10.0;8.0;0;0;2020;4;29;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0
6683;0;0.0;-22.96849;-43.18356;3;1.0;1.0;2.0;527.0;1054.0;158.0;53.0;3;99.0;10.0;9.0;10.0;10.0;10.0;9.0;1;0;2020;4;32;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1
6698;0;11.0;-22.97554;-43.18868;4;1.0;1.0;2.0;195.0;0.0;120.0;120.0;3;90.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;13;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6702;1;1.0;-22.96504;-43.18482;2;1.0;1.0;1.0;132.0;0.0;0.0;0.0;2;96.0;9.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;28;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
6707;0;1.0;-22.97046;-43.1875;5;1.0;1.0;4.0;232.0;0.0;80.0;150.0;1;88.0;10.0;9.0;9.0;9.0;10.0;9.0;0;0;2020;4;19;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
6717;0;7.0;-22.97588;-43.19077;6;2.5;2.0;3.0;348.0;1000.0;195.0;100.0;4;90.0;9.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;16;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6719;0;6.0;-22.9871;-43.19362;4;1.0;1.0;3.0;501.0;500.0;150.0;50.0;2;93.0;10.0;9.0;10.0;10.0;10.0;9.0;1;0;2020;4;35;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6725;0;3.0;-22.9838;-43.21175;5;2.0;2.0;3.0;379.0;1200.0;200.0;0.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;24;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6726;0;1.0;-22.96254;-43.17056;4;1.0;1.0;3.0;248.0;10000.0;120.0;0.0;3;95.0;9.0;9.0;9.0;10.0;10.0;9.0;0;0;2020;4;24;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6736;1;1.0;-22.9663;-43.17395;3;1.0;1.0;1.0;106.0;523.0;150.0;30.0;2;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;31;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6737;0;2.0;-22.98293;-43.21311;4;2.0;2.0;3.0;300.0;0.0;180.0;120.0;2;96.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;36;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0
6754;0;5.0;-22.94961;-43.18829;2;1.0;1.0;1.0;79.0;0.0;120.0;0.0;3;96.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;26;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
6761;1;2.0;-23.02241;-43.48021;2;2.0;1.0;2.0;501.0;400.0;115.0;0.0;2;96.0;10.0;10.0;9.0;10.0;8.0;9.0;0;0;2020;4;16;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6762;0;2.0;-22.9383;-43.17692;8;2.5;4.0;4.0;400.0;1200.0;150.0;150.0;4;96.0;9.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;21;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
6763;1;1.0;-22.92152;-43.18272;2;1.0;1.0;1.0;47.0;0.0;45.0;30.0;1;98.0;10.0;9.0;10.0;10.0;10.0;10.0;0;0;2020;4;18;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0
6769;0;1.0;-22.96304;-43.17944;5;1.5;1.0;4.0;126.0;600.0;150.0;100.0;3;93.0;10.0;9.0;10.0;10.0;10.0;10.0;0;0;2020;4;30;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6773;0;8.0;-23.01106;-43.32229;4;1.0;1.0;2.0;298.0;0.0;200.0;0.0;3;89.0;10.0;10.0;10.0;9.0;10.0;8.0;1;0;2020;4;27;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6775;0;3.0;-22.97738;-43.18982;2;1.0;0.0;1.0;200.0;500.0;120.0;0.0;4;97.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;30;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6776;0;8.0;-22.9795;-43.19074;4;1.0;1.0;1.0;248.0;0.0;220.0;0.0;3;91.0;10.0;9.0;10.0;10.0;10.0;10.0;1;0;2020;4;25;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6781;0;7.0;-22.98832;-43.19162;8;2.0;3.0;6.0;479.0;0.0;150.0;50.0;3;100.0;10.0;10.0;10.0;9.0;10.0;9.0;0;0;2020;4;30;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0
6783;1;4.0;-22.98471;-43.21396;6;2.0;2.0;3.0;300.0;1600.0;250.0;40.0;4;97.0;10.0;10.0;10.0;10.0;10.0;9.0;1;0;2020;4;47;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6785;0;1.0;-22.94396;-43.18242;4;1.0;1.0;2.0;237.0;387.0;190.0;99.0;2;95.0;10.0;9.0;10.0;10.0;10.0;9.0;1;0;2020;4;36;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
6796;1;3.0;-22.9161;-43.17879;6;2.0;3.0;3.0;342.0;2576.0;286.0;86.0;2;97.0;10.0;9.0;10.0;10.0;10.0;10.0;0;0;2020;4;28;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1
6797;0;2.0;-23.01221;-43.38132;2;1.5;1.0;1.0;90.0;500.0;100.0;50.0;2;100.0;10.0;9.0;10.0;10.0;10.0;10.0;0;0;2020;4;28;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
6798;1;2.0;-22.97487;-43.1885;6;1.0;1.0;1.0;121.0;392.0;100.0;20.0;4;99.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;30;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6802;1;1.0;-23.00806;-43.31475;8;2.5;4.0;7.0;548.0;2000.0;400.0;200.0;2;97.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;41;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6810;0;3.0;-23.014;-43.30456;2;1.0;1.0;1.0;362.0;0.0;0.0;80.0;3;90.0;9.0;9.0;10.0;10.0;10.0;8.0;1;0;2020;4;16;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
6812;0;2.0;-23.00817;-43.4432;5;3.0;3.0;3.0;200.0;0.0;180.0;80.0;3;99.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;17;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6813;0;3.0;-22.91694;-43.18778;1;1.0;1.0;1.0;58.0;0.0;0.0;50.0;1;75.0;8.0;8.0;9.0;8.0;8.0;8.0;1;0;2020;4;16;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0
6820;0;8.0;-22.94958;-43.18624;3;1.0;0.0;2.0;163.0;0.0;65.0;75.0;2;95.0;10.0;9.0;10.0;10.0;10.0;9.0;1;0;2020;4;31;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
6831;0;2.0;-22.946;-43.18172;4;2.0;2.0;2.0;300.0;0.0;120.0;70.0;3;94.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;6;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6839;1;2.0;-22.92147;-43.17779;2;1.0;1.0;1.0;68.0;0.0;65.0;40.0;2;97.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;26;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
6842;1;1.0;-22.97971;-43.22301;2;1.0;0.0;2.0;195.0;700.0;150.0;0.0;4;97.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;23;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1
6847;0;7.0;-22.97942;-43.19032;4;1.0;1.0;0.0;379.0;0.0;120.0;150.0;2;80.0;10.0;10.0;10.0;10.0;10.0;8.0;0;0;2020;4;9;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6852;0;1.0;-22.97632;-43.19095;3;1.0;1.0;1.0;179.0;0.0;120.0;100.0;2;90.0;9.0;10.0;10.0;9.0;10.0;9.0;1;0;2020;4;23;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6874;0;2.0;-22.9689;-43.39521;6;2.0;2.0;3.0;501.0;500.0;300.0;225.0;3;80.0;7.0;8.0;7.0;7.0;6.0;6.0;0;0;2020;4;17;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6878;1;10.0;-22.98441;-43.1969;2;1.0;1.0;1.0;216.0;1500.0;120.0;0.0;4;94.0;10.0;9.0;10.0;10.0;10.0;9.0;1;0;2020;4;23;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6879;0;1.0;-22.92537;-43.22863;2;1.0;1.0;1.0;90.0;0.0;22.0;50.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;23;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0
6881;0;6.0;-22.96901;-43.18739;8;2.0;3.0;8.0;527.0;2577.0;187.0;177.0;3;100.0;9.0;10.0;10.0;10.0;9.0;10.0;0;0;2020;4;17;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0
6888;0;2.0;-22.96414;-43.17491;4;3.0;2.0;3.0;79.0;0.0;250.0;30.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;41;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
6889;0;1.0;-22.97287;-43.39807;6;2.0;3.0;3.0;174.0;0.0;200.0;50.0;3;86.0;8.0;8.0;9.0;9.0;9.0;9.0;1;0;2020;4;37;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6890;1;1.0;-22.96948;-43.18689;4;1.0;1.0;3.0;121.0;0.0;180.0;80.0;3;98.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;36;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
6907;0;1.0;-22.96822;-43.18658;2;1.0;1.0;1.0;132.0;520.0;120.0;0.0;3;93.0;10.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;26;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6913;0;1.0;-22.99382;-43.25645;6;2.0;3.0;4.0;463.0;1153.0;577.0;58.0;2;93.0;10.0;9.0;10.0;10.0;9.0;9.0;1;0;2020;4;37;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6916;1;5.0;-22.96687;-43.17909;6;2.0;2.0;4.0;211.0;500.0;200.0;50.0;3;98.0;10.0;10.0;10.0;10.0;10.0;10.0;1;0;2020;4;28;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6918;1;2.0;-23.00969;-43.30417;4;1.5;1.0;3.0;399.0;1000.0;200.0;0.0;2;99.0;10.0;10.0;10.0;10.0;10.0;9.0;1;0;2020;4;34;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6926;0;1.0;-22.97846;-43.19034;4;2.0;2.0;3.0;400.0;1000.0;300.0;0.0;3;95.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;25;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6928;1;1.0;-22.93045;-43.18996;3;1.0;1.0;2.0;181.0;700.0;160.0;90.0;2;100.0;10.0;10.0;10.0;10.0;9.0;10.0;1;0;2020;4;33;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0
6938;1;1.0;-22.9847;-43.1987;4;1.5;2.0;2.0;348.0;1500.0;250.0;200.0;3;100.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;26;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6939;1;3.0;-22.92612;-43.18113;2;1.0;1.0;1.0;58.0;0.0;60.0;50.0;1;93.0;9.0;7.0;10.0;10.0;9.0;9.0;0;0;2020;4;34;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
6940;0;1.0;-22.98579;-43.19696;3;1.0;1.0;1.0;395.0;500.0;100.0;0.0;3;100.0;10.0;10.0;10.0;8.0;10.0;10.0;1;0;2020;4;12;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0
6942;0;2.0;-23.00909;-43.35847;2;1.0;1.0;2.0;138.0;3000.0;180.0;1500.0;2;86.0;9.0;8.0;9.0;9.0;10.0;9.0;1;0;2020;4;35;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0
6945;0;1.0;-22.97058;-43.18327;4;1.0;1.0;1.0;121.0;0.0;150.0;50.0;2;96.0;10.0;10.0;10.0;9.0;10.0;9.0;0;0;2020;4;27;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6946;0;1.0;-22.9857;-43.22777;3;1.0;1.0;2.0;300.0;500.0;50.0;0.0;1;95.0;10.0;9.0;10.0;10.0;10.0;9.0;0;0;2020;4;25;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
6951;0;4.0;-22.96484;-43.17903;4;1.0;1.0;1.0;131.0;600.0;195.0;80.0;3;96.0;10.0;10.0;10.0;10.0;10.0;9.0;1;0;2020;4;28;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6954;0;2.0;-22.94165;-43.19847;7;3.5;3.0;6.0;101.0;404.0;150.0;95.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;49;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
6958;0;2.0;-22.97312;-43.19156;3;1.0;1.0;0.0;148.0;0.0;150.0;150.0;3;100.0;10.0;10.0;10.0;10.0;10.0;9.0;1;0;2020;4;20;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
6968;1;4.0;-22.97414;-43.19286;2;1.0;1.0;1.0;237.0;400.0;200.0;0.0;2;97.0;10.0;10.0;10.0;10.0;10.0;9.0;0;0;2020;4;45;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
6973;0;2.0;-22.96937;-43.38728;2;1.0;1.0;2.0;548.0;0.0;0.0;0.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;20;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
6974;0;2.0;-23.01109;-43.44645;3;1.0;1.0;1.0;128.0;1500.0;200.0;150.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;36;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
6977;1;2.0;-22.96407;-43.17676;4;2.0;2.0;3.0;190.0;0.0;120.0;0.0;4;97.0;10.0;9.0;10.0;9.0;10.0;10.0;0;0;2020;4;25;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
6989;0;1.0;-22.9831;-43.20028;7;2.0;3.0;6.0;400.0;500.0;150.0;50.0;2;100.0;10.0;10.0;10.0;10.0;9.0;9.0;0;0;2020;4;24;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7001;1;1.0;-22.96531;-43.17117;4;2.0;2.0;4.0;300.0;600.0;200.0;0.0;4;99.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;42;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
7019;1;2.0;-22.98298;-43.21168;6;2.5;3.0;3.0;300.0;1000.0;200.0;0.0;3;98.0;10.0;9.0;10.0;10.0;10.0;10.0;0;0;2020;4;26;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1
7029;0;3.0;-22.96344;-43.17504;2;2.0;1.0;1.0;90.0;0.0;40.0;50.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0;0;2020;4;12;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
