;host_is_superhost;host_listings_count;latitude;longitude;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;price;security_deposit;cleaning_fee;extra_people;minimum_nights;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable;is_business_travel_ready;cancellation_policy;ano;mes;n_amenities
7836;t;2.0;-22.98488;-43.19289;Apartment;Entire home/apt;6;1.5;2.0;5.0;Real Bed;277.0;$500.00;$200.00;0.0;4;97.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;27
7839;t;1.0;-22.98169;-43.19165;Apartment;Entire home/apt;6;2.0;3.0;5.0;Real Bed;232.0;$0.00;$260.00;0.0;3;99.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;40
7841;t;5.0;-22.98427;-43.20253;Apartment;Entire home/apt;7;1.5;1.0;4.0;Real Bed;282.0;$550.00;$120.00;27.0;2;96.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;34
7844;t;10.0;-22.97281;-43.19054;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;89.0;$0.00;$0.00;0.0;4;98.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;16
7847;f;7.0;-22.98603;-43.20567;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;279.0;$600.00;$180.00;50.0;3;94.0;10.0;9.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;30
7851;t;10.0;-22.97291;-43.19078;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;131.0;$0.00;$0.00;0.0;3;96.0;10.0;9.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;27
7859;f;2.0;-22.98482;-43.2023;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;601.0;$0.00;$400.00;250.0;3;94.0;10.0;10.0;10.0;9.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;34
7861;f;1.0;-22.98079;-43.22519;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;223.0;$5,000.00;$150.00;130.0;2;93.0;9.0;9.0;10.0;10.0;10.0;9.0;t;f;moderate;2020;4;27
7878;f;1.0;-22.95302;-43.18542;Apartment;Entire home/apt;4;1.5;2.0;3.0;Real Bed;200.0;$400.00;$140.00;20.0;2;97.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;10
7883;f;6.0;-22.97622;-43.18848;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;190.0;$500.00;$120.00;100.0;2;91.0;9.0;9.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;21
7884;f;0.0;-22.97191;-43.18767;Apartment;Entire home/apt;6;1.5;3.0;0.0;Real Bed;448.0;$700.00;$180.00;80.0;2;97.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;22
7886;f;1.0;-22.97352;-43.22667;Apartment;Entire home/apt;4;2.0;1.0;0.0;Real Bed;250.0;$0.00;$0.00;0.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;2020;4;21
7910;f;2.0;-22.9608;-43.17529;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;179.0;$0.00;$22.00;23.0;2;96.0;10.0;9.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;38
7913;t;4.0;-22.97405;-43.18911;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;132.0;$800.00;$220.00;0.0;3;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;21
7916;f;1.0;-23.01028;-43.36976;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;500.0;$0.00;$150.00;150.0;2;98.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;38
7918;t;6.0;-22.98338;-43.20995;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;169.0;$10,000.00;$150.00;50.0;2;99.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;flexible;2020;4;33
7924;f;2.0;-22.96709;-43.18439;Apartment;Entire home/apt;7;2.0;3.0;7.0;Real Bed;351.0;$600.00;$170.00;0.0;3;97.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;16
7928;f;1.0;-22.96023;-43.17623;Serviced apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;638.0;$5,317.00;$250.00;106.0;2;98.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;41
7929;f;2.0;-22.97841;-43.18918;Apartment;Entire home/apt;6;1.0;2.0;4.0;Real Bed;242.0;$2,000.00;$100.00;50.0;1;89.0;10.0;9.0;9.0;9.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;26
7931;f;2.0;-22.97436;-43.19258;Apartment;Entire home/apt;6;2.0;2.0;4.0;Real Bed;379.0;$0.00;$150.00;0.0;3;86.0;9.0;8.0;9.0;9.0;10.0;9.0;t;f;moderate;2020;4;19
7944;f;1.0;-22.98038;-43.22314;Apartment;Entire home/apt;4;1.0;1.0;4.0;Outros;121.0;$0.00;$115.00;60.0;1;99.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;2020;4;27
7953;f;2.0;-22.96763;-43.397;Apartment;Entire home/apt;4;1.0;2.0;4.0;Real Bed;553.0;$7,904.00;$632.00;790.0;1;100.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;37
7955;f;1.0;-22.98369;-43.20465;Apartment;Entire home/apt;7;3.0;2.0;3.0;Real Bed;348.0;$1,000.00;$150.00;0.0;2;92.0;10.0;9.0;10.0;9.0;10.0;9.0;f;f;moderate;2020;4;30
7962;t;3.0;-22.9617;-43.21539;Apartment;Private room;2;1.0;1.0;1.0;Outros;202.0;$2,000.00;$300.00;0.0;2;98.0;10.0;9.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;31
7968;t;3.0;-22.98054;-43.22468;Apartment;Entire home/apt;5;1.5;2.0;3.0;Real Bed;321.0;$1,500.00;$180.00;80.0;2;99.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;46
7973;f;2.0;-22.96462;-43.17721;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;179.0;$0.00;$200.00;40.0;1;94.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;24
7975;f;2.0;-22.98468;-43.19238;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;158.0;$391.00;$100.00;50.0;1;93.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;17
7979;f;6.0;-22.96267;-43.22179;Outros;Private room;2;1.0;1.0;1.0;Real Bed;250.0;$1,000.00;$100.00;200.0;3;88.0;9.0;9.0;10.0;10.0;10.0;8.0;f;f;flexible;2020;4;15
8000;f;2.0;-22.9829;-43.19329;Apartment;Entire home/apt;3;1.0;0.0;2.0;Real Bed;200.0;$1,000.00;$320.00;80.0;2;94.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;20
8004;t;1.0;-23.0022;-43.39017;Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;298.0;$0.00;$150.00;50.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;35
8010;f;2.0;-22.96731;-43.18063;Apartment;Entire home/apt;5;2.0;2.0;3.0;Real Bed;190.0;$1,500.00;$140.00;20.0;4;99.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;30
8011;f;2.0;-23.01204;-43.30572;Apartment;Private room;4;1.0;2.0;3.0;Real Bed;112.0;$0.00;$0.00;90.0;2;93.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;38
8018;f;6.0;-22.96075;-43.20362;Apartment;Private room;3;1.0;1.0;1.0;Real Bed;85.0;$500.00;$100.00;70.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;2020;4;23
8023;f;2.0;-22.96273;-43.17641;Apartment;Private room;3;3.0;1.0;2.0;Real Bed;84.0;$0.00;$250.00;30.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;44
8044;f;8.0;-23.01029;-43.35507;Outros;Private room;2;1.0;1.0;1.0;Real Bed;80.0;$0.00;$0.00;0.0;1;95.0;9.0;10.0;10.0;10.0;10.0;9.0;t;f;flexible;2020;4;18
8046;t;3.0;-22.96425;-43.17353;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;121.0;$0.00;$30.00;0.0;3;97.0;10.0;9.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;33
8064;t;3.0;-22.96413;-43.1735;Apartment;Private room;3;1.0;1.0;2.0;Real Bed;122.0;$0.00;$30.00;60.0;3;97.0;10.0;9.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;29
8068;t;1.0;-22.97385;-43.40772;Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;148.0;$418.00;$80.00;100.0;2;97.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;35
8082;t;4.0;-22.97083;-43.1865;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;74.0;$0.00;$0.00;0.0;3;90.0;10.0;8.0;9.0;9.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;23
8088;f;1.0;-22.96624;-43.38297;Apartment;Entire home/apt;7;2.0;3.0;6.0;Real Bed;390.0;$0.00;$50.00;380.0;1;100.0;10.0;10.0;10.0;10.0;10.0;8.0;t;f;flexible;2020;4;27
8114;f;1.0;-22.97367;-43.39647;Condominium;Entire home/apt;5;2.0;2.0;2.0;Real Bed;248.0;$500.00;$150.00;0.0;1;99.0;10.0;9.0;10.0;10.0;10.0;10.0;f;f;flexible;2020;4;32
8116;f;8.0;-23.00899;-43.35397;Outros;Private room;2;1.0;1.0;1.0;Real Bed;80.0;$0.00;$0.00;0.0;1;88.0;9.0;9.0;10.0;9.0;10.0;9.0;t;f;flexible;2020;4;17
8117;t;3.0;-22.94594;-43.18172;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;137.0;$390.00;$160.00;80.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;26
8118;f;1.0;-22.9132;-43.19032;Apartment;Entire home/apt;3;1.0;0.0;2.0;Real Bed;101.0;$0.00;$120.00;0.0;2;88.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;moderate;2020;4;19
8123;f;1.0;-22.92157;-43.17431;Loft;Entire home/apt;5;1.0;0.0;2.0;Real Bed;548.0;$0.00;$70.00;55.0;4;90.0;8.0;6.0;10.0;10.0;10.0;7.0;f;f;strict_14_with_grace_period;2020;4;23
8125;t;2.0;-22.97545;-43.18763;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;237.0;$400.00;$140.00;0.0;3;97.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;23
8127;f;2.0;-22.98601;-43.20379;Apartment;Private room;3;2.0;1.0;2.0;Real Bed;216.0;$1,000.00;$120.00;0.0;2;96.0;9.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;40
8158;t;2.0;-22.87969;-43.40361;House;Entire home/apt;3;1.0;1.0;2.0;Real Bed;80.0;$0.00;$50.00;39.0;2;95.0;10.0;10.0;10.0;10.0;9.0;9.0;t;f;strict_14_with_grace_period;2020;4;32
8169;f;2.0;-22.98367;-43.19418;Apartment;Entire home/apt;3;1.0;0.0;2.0;Real Bed;142.0;$700.00;$150.00;70.0;1;95.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;14
8175;f;1.0;-22.93776;-43.17868;Apartment;Entire home/apt;2;1.0;1.0;1.0;Outros;132.0;$500.00;$120.00;0.0;3;93.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;26
8179;f;6.0;-22.93417;-43.19072;House;Entire home/apt;6;2.0;2.0;3.0;Real Bed;585.0;$0.00;$0.00;372.0;1;60.0;2.0;4.0;10.0;2.0;4.0;2.0;t;f;strict_14_with_grace_period;2020;4;17
8181;f;1.0;-22.97674;-43.19799;Apartment;Entire home/apt;3;2.0;1.0;2.0;Real Bed;379.0;$1,002.00;$161.00;101.0;4;100.0;10.0;10.0;10.0;10.0;9.0;9.0;f;f;strict_14_with_grace_period;2020;4;17
8182;t;1.0;-23.00681;-43.32347;Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;199.0;$5,000.00;$265.00;50.0;3;98.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;30
8183;f;2.0;-22.96848;-43.39147;Apartment;Entire home/apt;6;2.0;2.0;3.0;Real Bed;200.0;$500.00;$100.00;0.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;13
8202;f;1.0;-23.00906;-43.36661;Condominium;Entire home/apt;2;1.0;1.0;4.0;Real Bed;298.0;$500.00;$150.00;100.0;4;98.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;34
8204;t;8.0;-22.92686;-43.17374;Apartment;Entire home/apt;5;1.0;0.0;2.0;Real Bed;94.0;$550.00;$130.00;0.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;37
8205;f;1.0;-22.96075;-43.21701;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;101.0;$0.00;$150.00;0.0;4;96.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;flexible;2020;4;18
8206;f;1.0;-22.90776;-43.19101;Apartment;Entire home/apt;2;1.0;0.0;1.0;Outros;58.0;$600.00;$85.00;0.0;2;93.0;10.0;9.0;10.0;10.0;9.0;9.0;t;f;moderate;2020;4;25
8210;f;1.0;-22.96436;-43.19268;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;111.0;$450.00;$120.00;23.0;2;93.0;10.0;10.0;9.0;10.0;9.0;10.0;t;f;moderate;2020;4;20
8212;f;1.0;-23.00398;-43.31974;House;Private room;2;1.0;1.0;1.0;Real Bed;300.0;$1,000.00;$150.00;80.0;3;100.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;15
8221;t;2.0;-22.95412;-43.17602;Outros;Entire home/apt;7;2.0;2.0;7.0;Real Bed;211.0;$520.00;$140.00;55.0;1;98.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;36
8223;t;4.0;-22.97128;-43.18593;Apartment;Private room;4;1.0;1.0;4.0;Real Bed;90.0;$0.00;$0.00;0.0;3;93.0;10.0;9.0;9.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;23
8231;f;2.0;-22.9689;-43.18467;Apartment;Entire home/apt;7;2.0;2.0;7.0;Real Bed;292.0;$1,200.00;$180.00;90.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;33
8232;t;2.0;-22.91577;-43.19105;House;Entire home/apt;5;1.0;2.0;3.0;Real Bed;181.0;$0.00;$191.00;43.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;41
8238;t;1.0;-22.92527;-43.17816;Apartment;Entire home/apt;3;1.0;1.0;1.0;Outros;126.0;$550.00;$100.00;21.0;1;98.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;37
8244;f;3.0;-22.88187;-43.26329;Apartment;Private room;2;2.0;1.0;1.0;Outros;69.0;$0.00;$80.00;70.0;1;100.0;10.0;10.0;10.0;10.0;9.0;9.0;f;f;flexible;2020;4;22
8264;t;4.0;-22.91099;-43.17773;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;128.0;$524.00;$26.00;0.0;1;98.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;flexible;2020;4;32
8269;f;1.0;-22.96647;-43.17988;Apartment;Entire home/apt;5;2.0;2.0;3.0;Real Bed;148.0;$0.00;$170.00;150.0;3;95.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;23
8272;f;10.0;-22.96579;-43.1836;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;100.0;$500.00;$60.00;40.0;3;98.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;flexible;2020;4;28
8275;f;1.0;-22.9479;-43.18156;Apartment;Entire home/apt;7;2.0;2.0;2.0;Real Bed;200.0;$636.00;$250.00;31.0;3;97.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;23
8276;t;2.0;-22.98312;-43.20143;Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;400.0;$500.00;$150.00;0.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;moderate;2020;4;40
8280;f;1.0;-23.00906;-43.35489;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;353.0;$500.00;$70.00;0.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;14
8286;f;2.0;-23.0114;-43.36785;Condominium;Entire home/apt;5;1.0;1.0;1.0;Real Bed;144.0;$900.00;$199.00;50.0;2;96.0;9.0;9.0;10.0;10.0;9.0;9.0;f;f;strict_14_with_grace_period;2020;4;34
8289;f;1.0;-22.91482;-43.18579;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;258.0;$0.00;$150.00;0.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;2020;4;16
8293;t;1.0;-22.9718;-43.1885;Apartment;Entire home/apt;5;1.0;1.0;3.0;Real Bed;170.0;$901.00;$138.00;25.0;2;99.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;23
8298;t;1.0;-22.96158;-43.39511;Apartment;Entire home/apt;4;2.0;2.0;4.0;Real Bed;144.0;$0.00;$200.00;0.0;1;94.0;10.0;9.0;10.0;10.0;9.0;9.0;t;f;flexible;2020;4;39
8318;f;2.0;-22.92041;-43.18034;Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;149.0;$0.00;$130.00;120.0;2;99.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;30
8323;f;8.0;-22.96449;-43.22076;Apartment;Entire home/apt;6;2.0;2.0;4.0;Real Bed;393.0;$1,000.00;$300.00;50.0;2;91.0;10.0;9.0;10.0;10.0;10.0;8.0;f;f;strict_14_with_grace_period;2020;4;50
8329;f;1.0;-23.01016;-43.3454;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;300.0;$1,000.00;$200.00;50.0;3;97.0;10.0;10.0;10.0;10.0;10.0;8.0;f;f;strict_14_with_grace_period;2020;4;28
8339;f;8.0;-23.01032;-43.35449;Outros;Private room;3;1.0;1.0;1.0;Real Bed;90.0;$0.00;$0.00;50.0;1;89.0;9.0;9.0;10.0;10.0;10.0;9.0;t;f;flexible;2020;4;16
8362;f;1.0;-22.92924;-43.23269;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;80.0;$500.00;$150.00;100.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;24
8366;t;4.0;-22.96981;-43.18563;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;74.0;$0.00;$25.00;20.0;2;95.0;10.0;9.0;9.0;9.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;20
8368;t;10.0;-22.98163;-43.1993;Condominium;Entire home/apt;2;1.0;0.0;1.0;Real Bed;179.0;$900.00;$120.00;0.0;4;91.0;9.0;9.0;10.0;9.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;23
8369;f;1.0;-22.9791;-43.19211;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;200.0;$0.00;$170.00;25.0;2;96.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;22
8372;f;10.0;-22.9664;-43.18403;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;100.0;$500.00;$60.00;40.0;3;94.0;10.0;10.0;9.0;9.0;10.0;10.0;t;f;flexible;2020;4;33
8389;f;2.0;-22.98232;-43.20553;Condominium;Entire home/apt;4;1.0;1.0;2.0;Real Bed;332.0;$450.00;$150.00;100.0;3;96.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;27
8397;t;2.0;-22.98761;-43.22798;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;250.0;$0.00;$70.00;0.0;2;99.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;20
8400;t;2.0;-22.98726;-43.22641;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;452.0;$0.00;$100.00;0.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;18
8408;f;1.0;-23.02319;-43.44835;Apartment;Entire home/apt;6;2.5;2.0;3.0;Real Bed;452.0;$450.00;$150.00;100.0;3;100.0;10.0;10.0;10.0;10.0;10.0;8.0;t;f;strict_14_with_grace_period;2020;4;26
8414;f;1.0;-22.96296;-43.17543;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;158.0;$0.00;$263.00;79.0;1;100.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;flexible;2020;4;22
8418;t;1.0;-22.95236;-43.16679;House;Private room;3;2.0;1.0;2.0;Real Bed;149.0;$0.00;$80.00;100.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;moderate;2020;4;30
8424;t;5.0;-22.96785;-43.17886;Apartment;Entire home/apt;6;2.0;2.0;4.0;Real Bed;258.0;$500.00;$200.00;70.0;2;90.0;10.0;9.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;21
8429;f;10.0;-22.96856;-43.19026;Apartment;Entire home/apt;5;1.0;1.0;2.0;Real Bed;248.0;$500.00;$180.00;0.0;1;100.0;10.0;10.0;10.0;10.0;10.0;8.0;f;f;flexible;2020;4;13
8430;f;1.0;-22.98614;-43.19059;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;148.0;$500.00;$200.00;150.0;3;94.0;9.0;10.0;10.0;9.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;27
8435;t;2.0;-22.98416;-43.2212;Apartment;Entire home/apt;5;3.0;3.0;3.0;Real Bed;298.0;$1,000.00;$160.00;0.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;9
8449;t;2.0;-22.98177;-43.19033;Apartment;Entire home/apt;6;2.0;1.0;7.0;Real Bed;285.0;$1,000.00;$230.00;25.0;3;98.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;38
8459;f;3.0;-22.96594;-43.17704;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;169.0;$500.00;$120.00;50.0;3;90.0;9.0;10.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;19
8463;t;3.0;-22.9833;-43.19296;Apartment;Entire home/apt;6;1.0;3.0;3.0;Real Bed;601.0;$0.00;$160.00;0.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;flexible;2020;4;14
8469;f;1.0;-22.93002;-43.18288;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;181.0;$0.00;$120.00;0.0;2;100.0;10.0;9.0;10.0;10.0;10.0;9.0;t;f;flexible;2020;4;32
8478;f;9.0;-23.01478;-43.31183;Apartment;Entire home/apt;6;2.0;2.0;2.0;Real Bed;388.0;$5,000.00;$150.00;50.0;3;100.0;10.0;8.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;39
8485;f;3.0;-23.01008;-43.35048;Apartment;Entire home/apt;6;2.0;2.0;3.0;Real Bed;232.0;$2,000.00;$200.00;50.0;2;83.0;8.0;9.0;10.0;9.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;23
8513;t;1.0;-22.98508;-43.1908;Apartment;Private room;3;1.0;1.0;1.0;Real Bed;116.0;$0.00;$70.00;70.0;2;99.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;moderate;2020;4;40
8514;f;5.0;-23.00878;-43.34303;Apartment;Entire home/apt;5;2.0;2.0;3.0;Real Bed;448.0;$500.00;$230.00;100.0;3;94.0;10.0;9.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;40
8517;t;1.0;-22.96292;-43.17945;Apartment;Entire home/apt;6;1.5;2.0;4.0;Real Bed;590.0;$5,000.00;$210.00;130.0;2;99.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;32
8520;f;10.0;-22.96729;-43.18298;Apartment;Private room;2;1.0;1.0;1.0;Outros;100.0;$500.00;$96.00;40.0;3;97.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;flexible;2020;4;26
8525;f;10.0;-22.96607;-43.18377;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;116.0;$500.00;$96.00;40.0;3;98.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;flexible;2020;4;28
8527;f;2.0;-22.91727;-43.22631;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;122.0;$532.00;$53.00;53.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;2020;4;27
8529;f;3.0;-22.97405;-43.19019;Apartment;Private room;3;2.0;1.0;3.0;Real Bed;163.0;$500.00;$50.00;80.0;2;93.0;10.0;10.0;10.0;9.0;10.0;10.0;t;f;moderate;2020;4;27
8549;f;2.0;-22.97519;-43.1924;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;174.0;$500.00;$150.00;40.0;2;95.0;10.0;9.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;17
8550;f;1.0;-23.00558;-43.32889;Apartment;Entire home/apt;3;1.5;1.0;1.0;Real Bed;400.0;$450.00;$160.00;0.0;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;28
8551;t;1.0;-22.9732;-43.18947;Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;120.0;$0.00;$150.00;0.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;34
8554;t;4.0;-22.96565;-43.1791;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;68.0;$0.00;$0.00;25.0;1;97.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;17
8577;t;1.0;-22.91628;-43.20741;Apartment;Entire home/apt;6;2.0;3.0;4.0;Real Bed;292.0;$600.00;$160.00;35.0;2;97.0;10.0;10.0;10.0;10.0;9.0;9.0;t;f;strict_14_with_grace_period;2020;4;40
