;host_is_superhost;host_listings_count;latitude;longitude;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;price;security_deposit;cleaning_fee;extra_people;minimum_nights;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable;is_business_travel_ready;cancellation_policy;ano;mes;n_amenities
3769;f;1.0;-22.96755;-43.18516;Apartment;Entire home/apt;4;1.5;2.0;3.0;Real Bed;160.0;$400.00;$100.00;50.0;2;97.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;35
3776;f;3.0;-22.96381;-43.17562;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;148.0;$350.00;$95.00;50.0;3;94.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;21
3779;f;7.0;-22.98454;-43.20541;Apartment;Entire home/apt;9;2.0;3.0;3.0;Real Bed;358.0;$1,500.00;$260.00;100.0;1;95.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;24
3783;f;6.0;-22.95211;-43.18222;Apartment;Entire home/apt;2;1.0;1.0;0.0;Real Bed;148.0;$0.00;$180.00;0.0;4;88.0;10.0;8.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;27
3784;t;2.0;-22.98268;-43.21464;Apartment;Entire home/apt;6;1.5;2.0;5.0;Real Bed;298.0;$400.00;$150.00;0.0;2;97.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;34
3799;f;2.0;-22.98694;-43.19674;Apartment;Entire home/apt;6;2.0;3.0;4.0;Real Bed;490.0;$0.00;$150.00;0.0;3;97.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;37
3804;f;0.0;-22.97552;-43.18952;Apartment;Entire home/apt;6;2.0;2.0;2.0;Real Bed;179.0;$0.00;$150.00;0.0;2;92.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;flexible;2020;4;13
3813;t;11.0;-22.98346;-43.20354;Apartment;Entire home/apt;6;2.0;2.0;2.0;Real Bed;248.0;$800.00;$180.00;0.0;3;84.0;9.0;9.0;10.0;10.0;10.0;8.0;f;f;strict_14_with_grace_period;2020;4;14
3830;t;2.0;-22.96264;-43.16883;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;158.0;$329.00;$90.00;0.0;3;99.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;49
3853;f;2.0;-22.96771;-43.18073;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;169.0;$500.00;$150.00;30.0;3;89.0;9.0;9.0;9.0;9.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;34
3854;f;0.0;-22.91631;-43.18054;House;Private room;2;1.0;1.0;1.0;Real Bed;68.0;$434.00;$121.00;36.0;2;88.0;10.0;8.0;9.0;10.0;9.0;9.0;f;f;strict_14_with_grace_period;2020;4;16
3857;t;2.0;-22.93783;-43.17345;Apartment;Entire home/apt;6;1.5;2.0;5.0;Real Bed;163.0;$400.00;$150.00;100.0;2;96.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;31
3870;t;5.0;-23.01256;-43.32079;Condominium;Entire home/apt;5;1.0;1.0;5.0;Real Bed;266.0;$500.00;$80.00;30.0;2;95.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;38
3872;f;1.0;-22.98621;-43.20453;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;348.0;$500.00;$150.00;0.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;flexible;2020;4;21
3880;f;0.0;-22.93635;-43.23675;House;Private room;3;1.0;1.0;1.0;Real Bed;101.0;$500.00;$30.00;50.0;3;100.0;9.0;10.0;10.0;10.0;9.0;10.0;f;f;strict_14_with_grace_period;2020;4;14
3882;f;3.0;-22.98165;-43.20296;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;248.0;$420.00;$120.00;220.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;moderate;2020;4;19
3909;f;6.0;-22.97191;-43.18959;Apartment;Entire home/apt;6;2.0;2.0;3.0;Real Bed;200.0;$500.00;$150.00;200.0;3;67.0;7.0;7.0;7.0;7.0;7.0;7.0;f;f;strict_14_with_grace_period;2020;4;17
3958;f;0.0;-22.91345;-43.18599;Condominium;Entire home/apt;4;1.0;1.0;2.0;Real Bed;148.0;$0.00;$60.00;0.0;3;96.0;9.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;2020;4;9
3959;f;1.0;-22.94794;-43.18401;House;Private room;2;2.5;1.0;2.0;Real Bed;158.0;$0.00;$90.00;80.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;40
3960;f;1.0;-23.01141;-43.33312;Apartment;Entire home/apt;6;3.0;2.0;4.0;Real Bed;399.0;$800.00;$160.00;34.0;2;92.0;9.0;9.0;10.0;10.0;10.0;9.0;t;f;moderate;2020;4;30
3974;f;2.0;-22.96588;-43.17452;Apartment;Entire home/apt;3;1.0;0.0;2.0;Real Bed;126.0;$0.00;$120.00;25.0;3;93.0;10.0;9.0;10.0;10.0;10.0;9.0;t;f;moderate;2020;4;29
4014;t;1.0;-22.93442;-43.17812;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;137.0;$0.00;$125.00;60.0;2;97.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;17
4015;t;1.0;-22.92574;-43.17999;Outros;Private room;2;1.0;1.0;2.0;Real Bed;74.0;$0.00;$45.00;45.0;2;99.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;33
4035;t;1.0;-23.01053;-43.31164;Apartment;Entire home/apt;6;2.5;3.0;5.0;Real Bed;611.0;$0.00;$250.00;250.0;3;99.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;40
4036;t;5.0;-22.9649;-43.21968;Apartment;Entire home/apt;4;2.0;1.0;2.0;Real Bed;138.0;$500.00;$200.00;30.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;36
4062;t;1.0;-22.96312;-43.17487;Apartment;Entire home/apt;7;1.5;2.0;5.0;Real Bed;248.0;$350.00;$200.00;75.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;19
4063;f;4.0;-23.01055;-43.35179;Apartment;Entire home/apt;4;1.0;1.0;4.0;Real Bed;248.0;$1,000.00;$120.00;50.0;2;90.0;9.0;9.0;10.0;9.0;10.0;8.0;f;f;strict_14_with_grace_period;2020;4;26
4065;t;1.0;-22.93815;-43.19513;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;128.0;$500.00;$100.00;0.0;1;98.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;moderate;2020;4;37
4066;t;1.0;-22.97092;-43.18358;Apartment;Entire home/apt;6;2.5;3.0;6.0;Real Bed;501.0;$1,000.00;$200.00;0.0;2;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;31
4085;t;1.0;-22.93486;-43.18167;Apartment;Entire home/apt;3;1.0;1.0;3.0;Real Bed;202.0;$435.00;$150.00;100.0;3;93.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;15
4095;f;2.0;-22.98443;-43.21072;Apartment;Entire home/apt;6;2.5;3.0;4.0;Real Bed;431.0;$0.00;$420.00;60.0;2;90.0;9.0;10.0;9.0;9.0;10.0;8.0;f;f;strict_14_with_grace_period;2020;4;20
4100;f;3.0;-22.96352;-43.1782;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;200.0;$0.00;$150.00;50.0;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;2020;4;16
4103;t;1.0;-22.96847;-43.18964;Apartment;Entire home/apt;5;2.0;2.0;4.0;Real Bed;200.0;$500.00;$140.00;0.0;2;99.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;31
4112;t;1.0;-23.01013;-43.32948;Serviced apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;369.0;$5,422.00;$200.00;105.0;3;99.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;2020;4;33
4114;t;5.0;-22.98568;-43.192;Apartment;Entire home/apt;5;1.0;0.0;5.0;Real Bed;142.0;$379.00;$130.00;40.0;3;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;16
4115;t;5.0;-22.9775;-43.1878;Apartment;Entire home/apt;4;1.0;0.0;4.0;Real Bed;227.0;$379.00;$130.00;40.0;3;99.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;11
4117;t;5.0;-22.98391;-43.1923;Apartment;Entire home/apt;3;1.0;0.0;3.0;Real Bed;179.0;$379.00;$130.00;30.0;3;98.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;22
4118;t;5.0;-22.98161;-43.19259;Apartment;Entire home/apt;3;1.0;0.0;3.0;Real Bed;163.0;$390.00;$130.00;40.0;4;95.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;16
4119;f;4.0;-22.99061;-43.23789;House;Shared room;7;1.0;1.0;7.0;Real Bed;250.0;$0.00;$0.00;100.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;15
4121;t;1.0;-23.0116;-43.36924;Serviced apartment;Entire home/apt;5;2.0;2.0;5.0;Real Bed;468.0;$2,000.00;$165.00;0.0;2;97.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;moderate;2020;4;37
4139;t;1.0;-22.96965;-43.18523;Apartment;Entire home/apt;7;3.0;2.0;7.0;Real Bed;169.0;$1,000.00;$170.00;23.0;2;98.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;32
4153;f;7.0;-22.96727;-43.1866;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;200.0;$0.00;$120.00;0.0;2;95.0;9.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;25
4167;t;1.0;-22.97492;-43.18975;Apartment;Entire home/apt;8;3.0;3.0;5.0;Real Bed;664.0;$1,000.00;$250.00;99.0;3;96.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;32
4170;t;1.0;-22.96571;-43.23077;Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;149.0;$519.00;$200.00;40.0;2;96.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;moderate;2020;4;37
4174;f;4.0;-22.96067;-43.22481;Apartment;Entire home/apt;2;1.0;0.0;2.0;Real Bed;90.0;$450.00;$160.00;90.0;1;90.0;9.0;8.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;10
4176;f;3.0;-22.96466;-43.18008;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;200.0;$500.00;$120.00;50.0;2;95.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;30
4215;f;3.0;-22.94091;-43.17039;Apartment;Private room;3;1.0;1.0;1.0;Real Bed;117.0;$400.00;$0.00;30.0;3;80.0;6.0;8.0;10.0;10.0;10.0;8.0;f;f;strict_14_with_grace_period;2020;4;9
4230;f;6.0;-22.97812;-43.19296;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;179.0;$800.00;$150.00;40.0;2;98.0;10.0;10.0;10.0;10.0;9.0;9.0;f;f;strict_14_with_grace_period;2020;4;15
4241;t;1.0;-22.96555;-43.18186;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;53.0;$0.00;$60.00;55.0;2;99.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;34
4243;f;1.0;-23.0079;-43.32471;Apartment;Entire home/apt;5;2.0;2.0;3.0;Real Bed;200.0;$0.00;$0.00;60.0;3;95.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;26
4258;f;3.0;-22.97902;-43.19105;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;179.0;$1,000.00;$150.00;0.0;3;98.0;10.0;9.0;10.0;10.0;10.0;10.0;f;f;moderate;2020;4;26
4276;t;3.0;-22.98367;-43.19904;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;211.0;$0.00;$180.00;500.0;4;97.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;flexible;2020;4;40
4283;f;1.0;-22.97143;-43.18631;Apartment;Entire home/apt;5;2.0;1.0;5.0;Real Bed;126.0;$0.00;$150.00;50.0;1;94.0;10.0;9.0;9.0;9.0;10.0;9.0;f;f;flexible;2020;4;18
4291;f;1.0;-22.92712;-43.1737;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;84.0;$0.00;$130.00;80.0;1;91.0;10.0;9.0;10.0;10.0;10.0;9.0;t;f;moderate;2020;4;28
4293;t;3.0;-22.91128;-43.18384;Loft;Entire home/apt;2;1.0;0.0;2.0;Real Bed;121.0;$500.00;$60.00;0.0;2;95.0;10.0;9.0;10.0;10.0;10.0;10.0;t;f;moderate;2020;4;39
4299;f;1.0;-22.96855;-43.18524;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;68.0;$1,000.00;$100.00;90.0;1;95.0;10.0;9.0;10.0;10.0;10.0;8.0;f;f;flexible;2020;4;14
4301;t;1.0;-22.98754;-43.1933;Apartment;Entire home/apt;3;1.0;0.0;3.0;Real Bed;229.0;$1,153.00;$288.00;0.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;43
4320;f;1.0;-23.02628;-43.48155;Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;58.0;$391.00;$85.00;20.0;2;87.0;9.0;9.0;10.0;10.0;8.0;9.0;t;f;strict_14_with_grace_period;2020;4;28
4332;f;1.0;-22.9695;-43.18203;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;158.0;$0.00;$200.00;0.0;2;97.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;28
4342;t;2.0;-22.96901;-43.18214;Apartment;Private room;3;1.0;1.0;1.0;Real Bed;190.0;$0.00;$0.00;40.0;1;97.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;2020;4;32
4347;f;7.0;-22.98197;-43.21788;Apartment;Entire home/apt;7;3.0;4.0;4.0;Real Bed;611.0;$1,300.00;$160.00;190.0;3;94.0;9.0;9.0;10.0;9.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;29
4351;t;1.0;-22.97912;-43.18968;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;181.0;$0.00;$100.00;60.0;2;98.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;35
4358;f;10.0;-22.97103;-43.18432;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;263.0;$500.00;$180.00;0.0;3;99.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;flexible;2020;4;10
4362;f;1.0;-23.00247;-43.38969;Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;324.0;$0.00;$200.00;200.0;3;98.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;23
4363;f;1.0;-22.98372;-43.21635;Apartment;Entire home/apt;6;2.0;3.0;3.0;Real Bed;527.0;$2,635.00;$422.00;263.0;3;93.0;10.0;9.0;10.0;9.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;28
4369;f;6.0;-22.98321;-43.19043;Apartment;Entire home/apt;7;2.0;3.0;6.0;Real Bed;501.0;$500.00;$180.00;0.0;3;87.0;10.0;8.0;10.0;8.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;15
4373;t;2.0;-22.97821;-43.19754;Outros;Private room;2;1.0;1.0;1.0;Real Bed;321.0;$0.00;$300.00;0.0;2;97.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;40
4382;f;1.0;-22.98388;-43.19141;Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;95.0;$1,000.00;$150.00;40.0;3;93.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;25
4389;f;10.0;-22.9754;-43.19074;Apartment;Entire home/apt;6;2.0;2.0;6.0;Real Bed;390.0;$500.00;$250.00;0.0;3;100.0;10.0;10.0;10.0;10.0;10.0;8.0;f;f;flexible;2020;4;16
4390;f;3.0;-22.98365;-43.22743;Serviced apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;200.0;$1,000.00;$90.00;25.0;2;93.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;35
4391;f;3.0;-22.98542;-43.22814;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;248.0;$1,000.00;$90.00;25.0;2;92.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;31
4398;f;1.0;-22.96367;-43.17862;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;202.0;$0.00;$30.00;0.0;2;93.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;moderate;2020;4;15
4399;f;4.0;-22.98457;-43.23201;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;200.0;$1,000.00;$100.00;90.0;2;90.0;9.0;10.0;10.0;10.0;9.0;8.0;f;f;strict_14_with_grace_period;2020;4;14
4401;t;4.0;-22.98481;-43.22518;Apartment;Private room;3;1.5;1.0;1.0;Real Bed;169.0;$0.00;$0.00;85.0;1;97.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;moderate;2020;4;36
4402;t;4.0;-22.98421;-43.22501;Apartment;Private room;3;1.5;1.0;1.0;Real Bed;169.0;$0.00;$0.00;85.0;1;98.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;moderate;2020;4;35
4406;f;1.0;-22.98591;-43.19079;Apartment;Entire home/apt;6;1.5;2.0;4.0;Real Bed;448.0;$2,750.00;$318.00;266.0;4;87.0;8.0;10.0;10.0;10.0;10.0;7.0;f;f;strict_14_with_grace_period;2020;4;18
4408;t;4.0;-22.98463;-43.20034;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;179.0;$1,000.00;$180.00;30.0;1;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;18
4410;f;1.0;-22.92987;-43.17543;Apartment;Entire home/apt;8;1.5;4.0;5.0;Real Bed;200.0;$10,000.00;$200.00;50.0;3;93.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;25
4417;f;1.0;-22.97015;-43.18835;Apartment;Entire home/apt;6;2.0;2.0;5.0;Real Bed;379.0;$0.00;$150.00;0.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;29
4430;f;1.0;-22.98571;-43.19628;Serviced apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;218.0;$341.00;$150.00;100.0;2;90.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;moderate;2020;4;28
4432;f;1.0;-22.98401;-43.21845;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;348.0;$1,000.00;$130.00;0.0;2;97.0;10.0;8.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;33
4435;f;2.0;-22.97286;-43.1934;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;274.0;$0.00;$100.00;333.0;1;100.0;10.0;10.0;10.0;10.0;10.0;7.0;f;f;strict_14_with_grace_period;2020;4;17
4436;f;5.0;-22.92086;-43.1829;House;Private room;2;3.0;1.0;2.0;Real Bed;68.0;$0.00;$89.00;40.0;3;85.0;9.0;8.0;9.0;9.0;9.0;8.0;f;f;moderate;2020;4;23
4437;f;5.0;-22.91986;-43.18285;House;Private room;2;3.0;1.0;0.0;Real Bed;90.0;$500.00;$70.00;40.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;flexible;2020;4;16
4446;f;2.0;-22.96538;-43.17814;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;100.0;$0.00;$50.00;24.0;2;94.0;10.0;9.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;29
4448;t;2.0;-22.97759;-43.19063;Apartment;Entire home/apt;5;1.0;1.0;3.0;Real Bed;154.0;$500.00;$180.00;40.0;3;99.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;31
4454;t;6.0;-22.92358;-43.18313;Outros;Entire home/apt;2;1.0;1.0;2.0;Real Bed;95.0;$417.00;$80.00;0.0;3;96.0;10.0;9.0;10.0;10.0;9.0;10.0;f;f;moderate;2020;4;41
4460;f;10.0;-22.97162;-43.18472;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;242.0;$500.00;$160.00;0.0;3;95.0;9.0;10.0;10.0;10.0;10.0;10.0;f;f;flexible;2020;4;9
4463;f;1.0;-22.96748;-43.18136;Apartment;Private room;4;1.0;1.0;2.0;Real Bed;184.0;$0.00;$132.00;79.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;22
4467;f;1.0;-22.93583;-43.18884;Apartment;Entire home/apt;6;3.0;2.0;5.0;Real Bed;348.0;$600.00;$150.00;120.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;flexible;2020;4;14
4468;f;3.0;-22.97861;-43.4078;Apartment;Private room;3;1.0;1.0;1.0;Real Bed;191.0;$400.00;$100.00;60.0;2;96.0;10.0;9.0;10.0;10.0;9.0;9.0;t;f;strict_14_with_grace_period;2020;4;30
4470;f;8.0;-22.84376;-43.30195;Apartment;Entire home/apt;6;1.0;1.0;1.0;Real Bed;239.0;$0.00;$150.00;50.0;2;100.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;28
4472;f;3.0;-22.98606;-43.19447;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;400.0;$0.00;$200.00;50.0;2;94.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;33
4477;f;2.0;-22.98016;-43.19996;Apartment;Entire home/apt;4;2.5;2.0;3.0;Real Bed;383.0;$0.00;$150.00;0.0;3;100.0;10.0;10.0;9.0;10.0;10.0;9.0;t;f;moderate;2020;4;37
4478;f;2.0;-22.99757;-43.37708;Apartment;Entire home/apt;6;2.0;2.0;3.0;Real Bed;202.0;$0.00;$150.00;0.0;2;80.0;8.0;8.0;9.0;9.0;9.0;8.0;f;f;strict_14_with_grace_period;2020;4;9
4482;f;1.0;-22.96227;-43.1764;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;232.0;$323.00;$50.00;60.0;1;87.0;9.0;9.0;9.0;9.0;10.0;8.0;f;f;strict_14_with_grace_period;2020;4;39
4484;t;1.0;-22.97513;-43.19324;Loft;Entire home/apt;3;1.0;1.0;2.0;Real Bed;282.0;$560.00;$200.00;120.0;2;99.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;4;37
4505;t;2.0;-22.96351;-43.17959;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;84.0;$0.00;$90.00;45.0;3;96.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;flexible;2020;4;27
4507;t;2.0;-22.98755;-43.19376;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;452.0;$3,000.00;$100.00;50.0;2;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;2020;4;34
4509;t;3.0;-22.98361;-43.19954;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;574.0;$1,431.00;$344.00;86.0;3;96.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;34
4522;f;1.0;-22.92234;-43.21086;Apartment;Entire home/apt;8;1.0;2.0;7.0;Real Bed;191.0;$0.00;$170.00;50.0;1;88.0;9.0;8.0;10.0;9.0;9.0;9.0;t;f;strict_14_with_grace_period;2020;4;20
4524;f;1.0;-22.9831;-43.20643;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;527.0;$790.00;$422.00;53.0;3;93.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;26
4528;f;1.0;-22.98416;-43.19228;Apartment;Entire home/apt;6;1.0;1.0;6.0;Real Bed;169.0;$1,000.00;$0.00;50.0;3;95.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;15
4532;t;1.0;-22.93667;-43.17423;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;100.0;$600.00;$150.00;50.0;3;95.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;22
4535;f;2.0;-22.97936;-43.18934;Apartment;Entire home/apt;7;1.0;1.0;4.0;Real Bed;200.0;$0.00;$100.00;30.0;3;94.0;9.0;9.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;25
4536;f;2.0;-22.97596;-43.1894;Apartment;Entire home/apt;9;1.0;1.0;6.0;Real Bed;200.0;$0.00;$100.00;25.0;3;93.0;10.0;9.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;25
4542;f;5.0;-22.92027;-43.18302;House;Private room;2;1.0;1.0;1.0;Real Bed;68.0;$0.00;$50.00;40.0;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;flexible;2020;4;12
4554;f;2.0;-22.97759;-43.19063;Apartment;Entire home/apt;4;1.0;1.0;4.0;Real Bed;138.0;$0.00;$80.00;0.0;3;89.0;9.0;9.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;4;32
4560;f;8.0;-22.98196;-43.1957;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;122.0;$0.00;$100.00;60.0;1;97.0;10.0;9.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;4;14
4565;f;2.0;-22.95481;-43.19865;Apartment;Entire home/apt;6;2.5;2.0;4.0;Real Bed;149.0;$0.00;$140.00;30.0;2;98.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;moderate;2020;4;27
4572;t;4.0;-22.94497;-43.18252;Loft;Entire home/apt;2;1.0;0.0;1.0;Real Bed;111.0;$400.00;$130.00;60.0;3;93.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;4;29
4589;f;1.0;-22.98517;-43.19292;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;116.0;$0.00;$22.00;30.0;1;85.0;9.0;8.0;10.0;9.0;10.0;9.0;f;f;moderate;2020;4;15
4598;f;1.0;-22.94671;-43.18321;Apartment;Entire home/apt;3;1.0;0.0;0.0;Real Bed;132.0;$300.00;$150.00;0.0;4;90.0;10.0;9.0;9.0;10.0;10.0;9.0;f;f;flexible;2020;4;25
